Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Sleep_Category,Improvement_Potential,Has_Tutoring
19,82,1.0,1.0,1,8,82,2.0,1,2.0,1.0,0,2.0,3,0,1.0,0,69,0.2289156626506024,Good,4.1,1
18,76,1.0,1.0,0,9,66,2.0,1,1.0,2.0,1,2.0,3,0,2.0,0,66,0.23376623376623376,Good,3.473684210526316,1
27,87,2.0,0.0,0,6,56,1.0,1,0.0,0.0,1,1.0,2,0,1.0,1,68,0.3068181818181818,Normal,2.0,0
16,62,0.0,1.0,1,8,90,0.0,1,2.0,2.0,1,1.0,2,0,0.0,1,62,0.25396825396825395,Good,5.294117647058823,1
20,65,2.0,1.0,0,6,88,1.0,1,0.0,1.0,1,0.0,4,1,2.0,1,64,0.30303030303030304,Normal,4.190476190476191,0
20,80,1.0,2.0,1,7,58,0.0,0,0.0,1.0,1,1.0,2,0,2.0,0,65,0.24691358024691357,Normal,2.761904761904762,0
17,73,1.0,2.0,1,6,62,0.0,1,2.0,0.0,0,0.0,3,0,0.0,1,64,0.22972972972972974,Normal,3.4444444444444446,1
12,72,1.0,1.0,0,6,88,2.0,1,2.0,2.0,1,2.0,3,0,2.0,0,65,0.1643835616438356,Normal,6.769230769230769,1
22,63,1.0,1.0,1,7,99,0.0,1,3.0,1.0,0,1.0,4,0,1.0,1,65,0.34375,Normal,4.304347826086956,1
20,96,0.0,1.0,1,5,92,1.0,1,0.0,1.0,1,1.0,3,0,2.0,0,70,0.20618556701030927,Low,4.380952380952381,0
23,88,0.0,2.0,0,8,84,2.0,1,2.0,1.0,0,2.0,3,1,2.0,0,71,0.25842696629213485,Good,3.5,1
17,65,1.0,1.0,1,5,96,0.0,1,2.0,1.0,1,2.0,3,0,1.0,1,65,0.25757575757575757,Low,5.333333333333333,1
27,63,2.0,1.0,0,5,64,1.0,0,1.0,2.0,1,2.0,4,0,2.0,1,67,0.421875,Low,2.2857142857142856,1
15,99,0.0,2.0,1,7,50,2.0,0,3.5,0.0,1,2.0,2,0,1.0,1,68,0.15,Normal,3.125,1
30,87,2.0,2.0,1,6,66,0.0,1,1.0,1.0,1,1.0,4,0,2.0,1,73,0.3409090909090909,Normal,2.129032258064516,1
10,77,1.0,2.0,0,8,99,1.0,1,0.0,1.0,1,1.0,4,1,2.0,1,64,0.1282051282051282,Good,9.0,0
23,88,2.0,2.0,0,7,94,0.0,0,3.0,0.0,0,2.0,1,0,2.0,1,71,0.25842696629213485,Normal,3.9166666666666665,1
23,90,1.0,2.0,0,5,53,1.0,1,2.0,1.0,0,2.0,2,0,2.0,0,70,0.25274725274725274,Low,2.2083333333333335,1
15,91,0.0,2.0,0,8,75,1.0,1,3.5,1.0,1,1.0,1,0,2.0,0,68,0.16304347826086957,Good,4.6875,1
23,79,2.0,1.0,1,7,54,1.0,1,2.0,0.0,0,1.0,4,0,1.0,0,68,0.2875,Normal,2.25,1
28,77,0.0,2.0,1,7,89,1.0,1,3.0,0.0,1,2.0,3,1,0.0,1,68,0.358974358974359,Normal,3.0689655172413794,1
7,60,1.0,2.0,1,10,69,0.0,1,0.0,0.0,0,2.0,3,0,1.0,0,59,0.11475409836065574,Oversleep,8.625,0
23,97,1.0,1.0,1,9,96,1.0,1,2.0,1.0,0,1.0,4,0,2.0,1,74,0.23469387755102042,Good,4.0,1
5,84,1.0,1.0,1,7,53,0.0,0,1.0,0.0,1,2.0,3,0,1.0,1,62,0.058823529411764705,Normal,8.833333333333334,1
14,68,2.0,0.0,1,5,87,2.0,1,2.0,1.0,1,2.0,3,0,0.0,1,64,0.2028985507246377,Low,5.8,1
30,97,2.0,2.0,0,5,70,1.0,1,0.0,2.0,1,2.0,2,0,2.0,1,76,0.30612244897959184,Low,2.2580645161290325,0
17,97,2.0,1.0,1,9,63,1.0,1,2.0,0.0,1,2.0,2,0,2.0,1,70,0.17346938775510204,Good,3.5,1
13,100,2.0,1.0,0,6,76,1.0,0,0.0,0.0,1,2.0,5,0,2.0,1,69,0.12871287128712872,Normal,5.428571428571429,0
19,95,1.0,1.0,1,7,74,2.0,0,0.0,0.0,1,2.0,2,0,2.0,0,69,0.19791666666666666,Normal,3.7,0
32,100,0.0,2.0,1,5,67,1.0,0,3.5,1.0,1,2.0,3,0,0.0,1,74,0.31683168316831684,Low,2.0303030303030303,1
9,70,2.0,1.0,0,8,82,0.0,0,2.0,2.0,1,0.0,2,0,2.0,0,62,0.1267605633802817,Good,8.2,1
14,94,1.0,1.0,0,9,83,2.0,1,2.0,0.0,1,2.0,3,0,1.0,1,70,0.14736842105263157,Good,5.533333333333333,1
29,93,0.0,1.0,1,9,54,1.0,0,3.5,0.0,1,2.0,3,0,2.0,1,71,0.30851063829787234,Good,1.8,1
31,69,1.0,0.0,1,6,80,0.0,1,3.5,1.0,1,0.0,2,0,2.0,1,68,0.44285714285714284,Normal,2.5,1
19,64,2.0,0.0,1,8,86,0.0,1,3.0,2.0,0,1.0,3,0,2.0,0,66,0.2923076923076923,Good,4.3,1
13,99,0.0,1.0,0,7,54,2.0,1,3.0,2.0,1,0.0,3,0,0.0,1,67,0.13,Normal,3.857142857142857,1
33,72,2.0,1.0,0,8,83,0.0,1,3.0,0.0,0,1.0,4,0,2.0,1,71,0.4520547945205479,Good,2.4411764705882355,1
30,95,1.0,1.0,1,7,90,1.0,1,3.0,1.0,1,1.0,1,0,1.0,1,74,0.3125,Normal,2.903225806451613,1
24,60,0.0,1.0,1,6,92,0.0,1,3.0,1.0,1,2.0,2,0,2.0,1,65,0.39344262295081966,Normal,3.68,1
15,61,2.0,0.0,1,9,52,1.0,1,1.0,1.0,0,1.0,3,0,1.0,0,60,0.24193548387096775,Good,3.25,1
20,79,2.0,2.0,1,7,85,0.0,1,2.0,1.0,1,1.0,2,0,1.0,1,69,0.25,Normal,4.0476190476190474,1
19,70,1.0,1.0,1,6,90,0.0,1,2.0,0.0,0,2.0,3,0,1.0,1,65,0.2676056338028169,Normal,4.5,1
22,88,1.0,0.0,1,7,70,1.0,1,3.0,0.0,1,2.0,2,0,2.0,0,69,0.24719101123595505,Normal,3.0434782608695654,1
29,83,1.0,0.0,1,6,77,2.0,1,1.0,1.0,1,1.0,4,0,2.0,1,70,0.34523809523809523,Normal,2.566666666666667,1
25,63,2.0,0.0,1,8,63,1.0,1,0.0,1.0,0,2.0,1,1,2.0,0,65,0.390625,Good,2.423076923076923,0
14,67,0.0,0.0,1,7,66,0.0,1,0.0,0.0,1,1.0,4,0,0.0,0,57,0.20588235294117646,Normal,4.4,0
28,76,1.0,1.0,1,6,75,0.0,1,0.0,1.0,1,2.0,2,0,2.0,0,68,0.36363636363636365,Normal,2.586206896551724,0
22,67,2.0,2.0,0,10,58,1.0,1,2.0,2.0,1,1.0,3,0,2.0,1,67,0.3235294117647059,Oversleep,2.5217391304347827,1
24,92,1.0,1.0,0,5,69,1.0,1,2.0,1.0,0,0.0,4,0,2.0,0,70,0.25806451612903225,Low,2.76,1
29,77,1.0,1.0,1,8,65,1.0,1,1.0,1.0,1,1.0,3,0,2.0,1,68,0.3717948717948718,Good,2.1666666666666665,1
13,64,2.0,2.0,1,7,62,1.0,1,1.0,0.0,1,1.0,1,0,1.0,0,62,0.2,Normal,4.428571428571429,1
20,79,2.0,1.0,1,5,74,1.0,1,1.0,0.0,1,1.0,5,0,0.0,1,67,0.25,Low,3.5238095238095237,1
17,64,2.0,2.0,1,6,92,1.0,1,0.0,1.0,0,2.0,1,0,2.0,1,66,0.26153846153846155,Normal,5.111111111111111,0
11,65,1.0,0.0,1,5,62,1.0,1,2.0,1.0,1,1.0,2,0,0.0,0,60,0.16666666666666666,Low,5.166666666666667,1
22,70,2.0,0.0,0,10,83,0.0,1,0.0,1.0,1,2.0,2,0,1.0,1,65,0.30985915492957744,Oversleep,3.608695652173913,0
35,94,2.0,1.0,1,7,63,1.0,1,1.0,0.0,1,2.0,2,0,2.0,0,75,0.3684210526315789,Normal,1.75,1
9,97,0.0,1.0,1,7,57,1.0,1,3.5,1.0,1,1.0,5,0,0.0,0,67,0.09183673469387756,Normal,5.7,1
20,93,1.0,2.0,0,10,97,1.0,1,1.0,0.0,1,1.0,2,0,1.0,1,71,0.2127659574468085,Oversleep,4.619047619047619,1
24,73,0.0,0.0,1,6,82,1.0,1,0.0,1.0,1,0.0,2,1,2.0,1,63,0.32432432432432434,Normal,3.28,0
21,71,2.0,1.0,1,9,55,0.0,1,2.0,2.0,1,2.0,1,0,1.0,1,67,0.2916666666666667,Good,2.5,1
19,82,2.0,1.0,0,8,82,0.0,1,2.0,0.0,0,0.0,4,0,2.0,0,68,0.2289156626506024,Good,4.1,1
12,89,2.0,0.0,1,4,59,0.0,1,2.0,0.0,1,0.0,4,0,2.0,1,65,0.13333333333333333,Low,4.538461538461538,1
21,100,0.0,2.0,0,6,94,1.0,0,1.0,2.0,1,2.0,3,0,1.0,0,72,0.2079207920792079,Normal,4.2727272727272725,1
15,65,1.0,1.0,0,8,62,1.0,1,1.0,1.0,1,1.0,4,0,1.0,0,61,0.22727272727272727,Good,3.875,1
7,62,0.0,2.0,0,7,90,1.0,1,1.0,1.0,1,1.0,5,0,1.0,0,60,0.1111111111111111,Normal,11.25,1
27,88,2.0,2.0,1,7,60,1.0,1,2.0,0.0,1,2.0,2,0,2.0,0,72,0.30337078651685395,Normal,2.142857142857143,1
26,93,1.0,1.0,1,6,78,1.0,1,2.0,1.0,1,1.0,3,0,0.0,0,72,0.2765957446808511,Normal,2.888888888888889,1
20,94,0.0,1.0,1,6,96,1.0,1,2.0,1.0,0,0.0,3,0,2.0,1,70,0.21052631578947367,Normal,4.571428571428571,1
21,87,0.0,1.0,0,7,65,2.0,1,2.0,1.0,1,0.0,3,1,2.0,1,67,0.23863636363636365,Normal,2.9545454545454546,1
26,98,1.0,1.0,0,10,54,1.0,1,0.0,0.0,0,1.0,1,0,2.0,1,71,0.26262626262626265,Oversleep,2.0,0
21,80,1.0,0.0,1,6,78,1.0,1,0.0,1.0,0,0.0,2,0,2.0,0,66,0.25925925925925924,Normal,3.5454545454545454,0
25,97,2.0,2.0,0,6,59,0.0,1,0.0,0.0,1,2.0,2,0,2.0,0,72,0.25510204081632654,Normal,2.269230769230769,0
18,99,1.0,1.0,1,7,86,1.0,0,1.0,2.0,1,1.0,4,0,1.0,0,70,0.18,Normal,4.526315789473684,1
28,94,1.0,0.0,1,5,80,1.0,1,2.0,2.0,1,0.0,2,0,1.0,0,71,0.29473684210526313,Low,2.7586206896551726,1
22,72,0.0,0.0,1,8,67,2.0,1,2.0,1.0,1,0.0,4,0,0.0,1,64,0.3013698630136986,Good,2.9130434782608696,1
21,68,1.0,1.0,1,5,85,1.0,0,3.0,2.0,1,2.0,2,0,1.0,1,66,0.30434782608695654,Low,3.8636363636363638,1
12,82,2.0,0.0,0,5,62,0.0,1,2.0,1.0,1,2.0,4,0,2.0,1,64,0.14457831325301204,Low,4.769230769230769,1
22,78,1.0,1.0,1,5,96,1.0,1,0.0,0.0,1,1.0,3,0,1.0,1,67,0.27848101265822783,Low,4.173913043478261,0
15,95,0.0,0.0,0,5,67,2.0,1,3.0,1.0,1,2.0,3,0,1.0,0,67,0.15625,Low,4.1875,1
16,64,2.0,0.0,0,9,88,1.0,1,1.0,1.0,1,2.0,3,0,2.0,1,64,0.24615384615384617,Good,5.176470588235294,1
15,70,0.0,1.0,0,8,63,0.0,1,0.0,1.0,0,2.0,4,0,1.0,0,61,0.2112676056338028,Good,3.9375,0
14,90,2.0,2.0,1,8,86,1.0,1,3.5,1.0,0,0.0,2,0,2.0,0,99,0.15384615384615385,Good,5.733333333333333,1
33,64,1.0,1.0,0,8,52,0.0,0,3.0,2.0,1,2.0,4,0,2.0,1,67,0.5076923076923077,Good,1.5294117647058822,1
28,73,1.0,2.0,1,7,65,2.0,1,3.0,2.0,1,2.0,3,0,2.0,1,72,0.3783783783783784,Normal,2.2413793103448274,1
32,75,0.0,0.0,0,7,55,1.0,1,1.0,1.0,1,1.0,4,0,1.0,1,66,0.42105263157894735,Normal,1.6666666666666667,1
13,85,0.0,2.0,1,9,73,2.0,1,3.0,1.0,1,2.0,2,0,1.0,1,68,0.1511627906976744,Good,5.214285714285714,1
20,66,2.0,0.0,0,9,72,0.0,1,1.0,1.0,1,2.0,1,0,2.0,0,64,0.29850746268656714,Good,3.4285714285714284,1
12,94,2.0,2.0,0,5,68,2.0,1,1.0,2.0,1,1.0,2,0,2.0,1,69,0.12631578947368421,Low,5.230769230769231,1
16,78,1.0,2.0,0,10,99,0.0,1,0.0,0.0,1,2.0,4,0,0.0,0,65,0.20253164556962025,Oversleep,5.823529411764706,0
14,97,0.0,2.0,0,5,62,1.0,0,1.0,1.0,1,1.0,4,1,0.0,0,66,0.14285714285714285,Low,4.133333333333334,1
27,79,2.0,2.0,1,6,90,0.0,1,3.0,1.0,1,2.0,4,0,2.0,1,73,0.3375,Normal,3.2142857142857144,1
18,71,1.0,1.0,1,7,72,0.0,1,0.0,0.0,1,1.0,4,0,2.0,0,63,0.25,Normal,3.789473684210526,0
26,66,1.0,1.0,1,7,67,2.0,1,3.0,1.0,1,0.0,4,0,1.0,0,66,0.3880597014925373,Normal,2.4814814814814814,1
24,60,1.0,1.0,1,10,60,0.0,1,3.0,0.0,0,1.0,2,0,2.0,0,65,0.39344262295081966,Oversleep,2.4,1
34,81,1.0,1.0,1,9,82,0.0,1,1.0,1.0,1,0.0,2,0,2.0,1,71,0.4146341463414634,Good,2.342857142857143,1
11,64,1.0,0.0,1,8,67,2.0,0,1.0,1.0,1,1.0,2,1,2.0,1,58,0.16923076923076924,Good,5.583333333333333,1
28,76,1.0,1.0,0,9,91,1.0,1,0.0,0.0,0,1.0,3,0,1.0,1,68,0.36363636363636365,Good,3.1379310344827585,0
27,84,1.0,1.0,0,8,98,1.0,1,0.0,0.0,1,1.0,4,0,1.0,1,69,0.3176470588235294,Good,3.5,0
14,71,2.0,0.0,1,6,61,0.0,1,0.0,0.0,1,2.0,3,0,2.0,0,63,0.19444444444444445,Normal,4.066666666666666,0
26,67,1.0,1.0,1,8,56,1.0,1,1.0,1.0,1,0.0,5,0,2.0,0,66,0.38235294117647056,Good,2.074074074074074,1
22,91,1.0,1.0,1,7,66,1.0,0,0.0,2.0,1,0.0,3,0,2.0,0,69,0.2391304347826087,Normal,2.869565217391304,0
19,98,1.0,0.0,1,6,73,1.0,1,3.0,0.0,0,0.0,3,0,2.0,1,69,0.1919191919191919,Normal,3.65,1
15,64,2.0,1.0,0,9,65,1.0,1,2.0,1.0,1,1.0,2,0,2.0,1,63,0.23076923076923078,Good,4.0625,1
16,66,0.0,2.0,1,7,99,1.0,1,1.0,0.0,1,2.0,3,0,2.0,0,65,0.23880597014925373,Normal,5.823529411764706,1
32,98,0.0,2.0,0,5,89,1.0,1,2.0,2.0,0,2.0,3,0,2.0,1,76,0.32323232323232326,Low,2.696969696969697,1
20,62,2.0,1.0,1,6,98,2.0,1,0.0,2.0,1,1.0,3,0,2.0,1,67,0.31746031746031744,Normal,4.666666666666667,0
25,99,0.0,1.0,0,8,69,1.0,0,1.0,0.0,1,2.0,3,0,1.0,1,70,0.25,Good,2.6538461538461537,1
15,60,1.0,0.0,0,9,65,1.0,1,1.0,1.0,1,0.0,5,0,1.0,1,60,0.2459016393442623,Good,4.0625,1
15,95,2.0,0.0,0,8,70,1.0,1,2.0,2.0,1,1.0,3,1,2.0,0,68,0.15625,Good,4.375,1
26,72,1.0,1.0,1,8,76,1.0,1,1.0,1.0,1,0.0,3,0,2.0,1,68,0.3561643835616438,Good,2.814814814814815,1
12,98,0.0,2.0,1,6,87,1.0,1,2.0,0.0,0,1.0,3,0,2.0,0,70,0.12121212121212122,Normal,6.6923076923076925,1
18,73,1.0,2.0,1,7,94,2.0,1,1.0,2.0,0,1.0,3,0,1.0,0,68,0.24324324324324326,Normal,4.947368421052632,1
20,86,2.0,2.0,0,7,73,1.0,1,3.0,0.0,1,1.0,3,1,2.0,1,69,0.22988505747126436,Normal,3.4761904761904763,1
21,63,1.0,1.0,1,7,64,1.0,1,0.0,0.0,1,0.0,3,0,2.0,0,62,0.328125,Normal,2.909090909090909,0
19,70,2.0,0.0,0,7,66,1.0,1,1.0,2.0,0,1.0,4,0,1.0,1,64,0.2676056338028169,Normal,3.3,1
22,91,2.0,1.0,0,6,85,0.0,1,2.0,1.0,0,2.0,2,0,1.0,0,71,0.2391304347826087,Normal,3.6956521739130435,1
24,81,1.0,1.0,1,8,78,1.0,1,1.0,0.0,1,2.0,2,0,2.0,1,68,0.2926829268292683,Good,3.12,1
24,97,2.0,1.0,0,5,74,2.0,1,0.0,1.0,1,1.0,5,0,2.0,0,72,0.24489795918367346,Low,2.96,0
14,77,1.0,1.0,1,5,60,0.0,1,1.0,2.0,0,0.0,3,0,0.0,1,64,0.1794871794871795,Low,4.0,1
18,95,1.0,2.0,1,6,94,1.0,1,3.5,0.0,1,1.0,3,0,0.0,0,73,0.1875,Normal,4.947368421052632,1
27,78,1.0,2.0,0,8,89,0.0,1,0.0,0.0,1,1.0,3,0,2.0,0,69,0.34177215189873417,Good,3.1785714285714284,0
25,99,0.0,1.0,0,8,57,1.0,1,1.0,1.0,0,2.0,3,0,1.0,1,70,0.25,Good,2.1923076923076925,1
12,98,1.0,2.0,0,4,68,1.0,1,3.0,0.0,1,1.0,2,0,2.0,0,69,0.12121212121212122,Low,5.230769230769231,1
22,73,1.0,0.0,0,8,77,1.0,1,1.0,2.0,1,1.0,3,0,0.0,1,64,0.2972972972972973,Good,3.347826086956522,1
8,95,1.0,1.0,0,7,73,0.0,1,2.0,1.0,0,1.0,2,0,2.0,1,66,0.08333333333333333,Normal,8.11111111111111,1
20,94,1.0,1.0,1,6,70,2.0,1,1.0,1.0,1,1.0,2,0,1.0,0,69,0.21052631578947367,Normal,3.3333333333333335,1
31,68,2.0,1.0,0,7,86,0.0,1,1.0,0.0,0,2.0,3,0,1.0,0,68,0.4492753623188406,Normal,2.6875,1
14,85,1.0,0.0,1,5,53,1.0,1,3.5,1.0,1,1.0,3,0,2.0,1,65,0.16279069767441862,Low,3.533333333333333,1
15,63,2.0,0.0,1,7,74,1.0,1,3.5,0.0,1,0.0,2,0,1.0,1,62,0.234375,Normal,4.625,1
25,93,2.0,2.0,1,5,63,1.0,1,2.0,2.0,1,2.0,2,0,2.0,0,75,0.26595744680851063,Low,2.423076923076923,1
11,67,1.0,1.0,1,6,54,0.0,1,0.0,0.0,1,2.0,3,0,2.0,0,60,0.16176470588235295,Normal,4.5,0
16,63,1.0,2.0,1,6,73,1.0,1,0.0,1.0,1,1.0,4,0,2.0,1,63,0.25,Normal,4.294117647058823,0
24,76,1.0,0.0,1,8,59,1.0,1,2.0,1.0,1,2.0,4,0,0.0,1,66,0.3116883116883117,Good,2.36,1
16,83,2.0,1.0,1,7,63,1.0,1,0.0,1.0,1,1.0,3,0,2.0,0,67,0.19047619047619047,Normal,3.7058823529411766,0
19,94,0.0,1.0,1,8,75,1.0,1,1.0,1.0,1,0.0,3,0,1.0,0,68,0.2,Good,3.75,1
24,99,1.0,1.0,1,5,99,1.0,1,0.0,0.0,1,2.0,3,0,1.0,0,72,0.24,Low,3.96,0
23,78,0.0,1.0,0,7,84,2.0,1,0.0,0.0,0,1.0,3,0,2.0,1,66,0.2911392405063291,Normal,3.5,0
22,62,1.0,1.0,1,8,64,1.0,1,0.0,0.0,1,1.0,3,0,2.0,0,63,0.3492063492063492,Good,2.782608695652174,0
18,90,1.0,2.0,1,9,69,1.0,1,1.0,2.0,0,2.0,3,0,1.0,0,71,0.1978021978021978,Good,3.6315789473684212,1
22,83,0.0,1.0,1,5,70,2.0,1,2.0,0.0,1,2.0,3,0,0.0,1,67,0.2619047619047619,Low,3.0434782608695654,1
19,78,1.0,1.0,1,6,58,1.0,1,1.0,0.0,1,1.0,3,0,2.0,1,66,0.24050632911392406,Normal,2.9,1
23,72,2.0,1.0,0,8,58,1.0,0,2.0,0.0,0,2.0,2,0,2.0,0,66,0.3150684931506849,Good,2.4166666666666665,1
17,80,2.0,2.0,0,9,57,1.0,1,3.5,0.0,1,2.0,2,0,2.0,1,68,0.20987654320987653,Good,3.1666666666666665,1
19,74,1.0,1.0,0,7,76,2.0,1,1.0,2.0,1,1.0,3,0,2.0,0,66,0.25333333333333335,Normal,3.8,1
14,90,2.0,1.0,1,5,84,1.0,1,0.0,0.0,1,0.0,3,0,2.0,0,68,0.15384615384615385,Low,5.6,0
20,82,2.0,1.0,1,5,80,1.0,1,3.0,0.0,1,1.0,1,1,2.0,0,68,0.24096385542168675,Low,3.8095238095238093,1
15,95,0.0,1.0,1,7,99,0.0,1,0.0,2.0,1,1.0,2,0,2.0,0,68,0.15625,Normal,6.1875,0
13,82,1.0,2.0,0,8,56,0.0,1,2.0,0.0,0,1.0,3,0,2.0,1,66,0.1566265060240964,Good,4.0,1
22,70,2.0,0.0,0,7,99,1.0,1,1.0,0.0,0,2.0,2,0,1.0,1,66,0.30985915492957744,Normal,4.304347826086956,1
21,94,1.0,2.0,0,5,73,0.0,1,0.0,1.0,1,1.0,3,0,0.0,0,70,0.22105263157894736,Low,3.3181818181818183,0
25,82,2.0,1.0,1,9,61,0.0,1,1.0,2.0,1,0.0,2,0,2.0,1,68,0.30120481927710846,Good,2.3461538461538463,1
17,68,1.0,1.0,1,6,97,2.0,1,2.0,2.0,1,0.0,3,0,1.0,1,65,0.2463768115942029,Normal,5.388888888888889,1
22,85,0.0,2.0,1,8,73,2.0,1,1.0,1.0,0,2.0,3,0,2.0,1,70,0.2558139534883721,Good,3.1739130434782608,1
23,74,1.0,1.0,0,4,67,1.0,1,3.0,2.0,0,0.0,5,0,0.0,1,66,0.30666666666666664,Low,2.7916666666666665,1
23,94,1.0,2.0,1,9,61,1.0,0,0.0,1.0,1,0.0,1,1,1.0,0,68,0.24210526315789474,Good,2.5416666666666665,0
15,78,1.0,1.0,1,6,63,2.0,1,1.0,1.0,0,1.0,2,1,1.0,1,64,0.189873417721519,Normal,3.9375,1
21,89,1.0,1.0,0,9,99,1.0,1,0.0,1.0,0,0.0,3,0,2.0,1,69,0.23333333333333334,Good,4.5,0
22,64,1.0,1.0,0,8,65,0.0,1,2.0,1.0,0,1.0,4,0,2.0,0,65,0.3384615384615385,Good,2.8260869565217392,1
20,76,1.0,2.0,1,5,99,0.0,0,3.0,1.0,1,0.0,3,0,2.0,0,69,0.2597402597402597,Low,4.714285714285714,1
7,99,0.0,2.0,1,7,67,0.0,0,1.0,2.0,0,1.0,4,0,2.0,0,66,0.07,Normal,8.375,1
21,92,2.0,0.0,0,9,62,1.0,1,1.0,1.0,1,2.0,2,0,2.0,0,68,0.22580645161290322,Good,2.8181818181818183,1
33,66,1.0,1.0,1,6,59,1.0,1,3.0,2.0,1,2.0,2,0,2.0,0,70,0.4925373134328358,Normal,1.7352941176470589,1
18,71,2.0,1.0,0,9,71,1.0,1,1.0,1.0,1,2.0,3,0,1.0,0,65,0.25,Good,3.736842105263158,1
16,73,2.0,1.0,1,8,62,1.0,1,0.0,2.0,0,1.0,2,0,2.0,0,65,0.21621621621621623,Good,3.6470588235294117,0
22,86,1.0,0.0,0,9,85,1.0,1,1.0,1.0,1,0.0,3,0,2.0,0,68,0.25287356321839083,Good,3.6956521739130435,1
22,90,0.0,1.0,0,7,62,0.0,1,0.0,1.0,1,2.0,3,0,2.0,1,67,0.24175824175824176,Normal,2.6956521739130435,0
27,90,2.0,2.0,0,7,92,1.0,1,0.0,0.0,0,1.0,3,0,2.0,0,72,0.2967032967032967,Normal,3.2857142857142856,0
12,80,2.0,2.0,1,10,92,2.0,1,1.0,2.0,1,2.0,3,0,1.0,1,70,0.14814814814814814,Oversleep,7.076923076923077,1
24,92,0.0,2.0,1,8,64,2.0,1,1.0,2.0,0,1.0,3,0,2.0,1,72,0.25806451612903225,Good,2.56,1
24,77,2.0,2.0,1,7,88,0.0,1,1.0,2.0,1,0.0,5,0,2.0,1,71,0.3076923076923077,Normal,3.52,1
19,65,0.0,1.0,0,8,93,0.0,1,1.0,1.0,0,1.0,4,0,2.0,1,64,0.2878787878787879,Good,4.65,1
22,83,0.0,2.0,1,6,80,1.0,1,2.0,1.0,1,2.0,5,0,1.0,0,69,0.2619047619047619,Normal,3.4782608695652173,1
26,98,1.0,1.0,1,7,68,1.0,1,3.5,0.0,1,2.0,1,0,2.0,0,73,0.26262626262626265,Normal,2.5185185185185186,1
25,92,0.0,2.0,1,9,72,1.0,1,1.0,0.0,1,0.0,5,0,0.0,0,70,0.26881720430107525,Good,2.769230769230769,1
13,83,2.0,1.0,0,7,89,1.0,1,1.0,0.0,1,1.0,4,0,2.0,0,68,0.15476190476190477,Normal,6.357142857142857,1
25,86,2.0,1.0,0,6,65,1.0,1,2.0,1.0,1,2.0,5,0,1.0,1,71,0.28735632183908044,Normal,2.5,1
20,97,1.0,2.0,0,6,67,0.0,1,1.0,0.0,0,2.0,3,0,2.0,0,71,0.20408163265306123,Normal,3.1904761904761907,1
20,77,0.0,2.0,1,7,58,2.0,1,0.0,2.0,1,1.0,3,0,2.0,1,66,0.2564102564102564,Normal,2.761904761904762,0
20,73,1.0,2.0,0,6,70,0.0,1,3.0,2.0,1,1.0,4,0,2.0,0,68,0.2702702702702703,Normal,3.3333333333333335,1
19,99,1.0,2.0,1,5,54,0.0,1,0.0,1.0,1,1.0,2,0,2.0,1,70,0.19,Low,2.7,0
27,95,1.0,1.0,0,5,66,0.0,1,3.0,1.0,1,1.0,4,0,2.0,1,72,0.28125,Low,2.357142857142857,1
19,73,0.0,2.0,1,9,69,2.0,1,1.0,0.0,1,2.0,4,0,2.0,0,66,0.25675675675675674,Good,3.45,1
13,79,1.0,2.0,1,7,63,0.0,0,3.0,2.0,0,1.0,2,0,2.0,0,65,0.1625,Normal,4.5,1
18,77,1.0,2.0,1,7,55,2.0,0,3.0,2.0,0,1.0,3,1,2.0,0,66,0.23076923076923078,Normal,2.8947368421052633,1
21,66,2.0,1.0,1,6,76,0.0,1,3.0,0.0,0,1.0,1,0,1.0,0,65,0.31343283582089554,Normal,3.4545454545454546,1
27,98,2.0,0.0,1,6,93,0.0,1,0.0,0.0,0,1.0,4,0,1.0,1,72,0.2727272727272727,Normal,3.3214285714285716,0
24,76,1.0,1.0,1,6,67,1.0,1,2.0,2.0,1,0.0,3,0,2.0,0,68,0.3116883116883117,Normal,2.68,1
15,95,1.0,1.0,1,7,62,2.0,1,0.0,2.0,1,0.0,3,0,2.0,0,68,0.15625,Normal,3.875,0
35,68,0.0,2.0,1,5,64,1.0,1,0.0,2.0,1,2.0,4,1,2.0,1,67,0.5072463768115942,Low,1.7777777777777777,0
22,82,1.0,1.0,1,9,93,0.0,1,2.0,0.0,1,1.0,2,0,2.0,1,68,0.26506024096385544,Good,4.043478260869565,1
28,61,2.0,1.0,0,7,76,2.0,1,1.0,1.0,1,2.0,4,0,1.0,1,67,0.45161290322580644,Normal,2.6206896551724137,1
19,91,1.0,2.0,0,7,57,0.0,1,3.0,2.0,1,0.0,3,0,1.0,0,69,0.20652173913043478,Normal,2.85,1
23,83,0.0,0.0,0,8,85,1.0,1,2.0,0.0,0,1.0,2,1,2.0,1,65,0.27380952380952384,Good,3.5416666666666665,1
25,85,1.0,1.0,0,8,58,1.0,1,2.0,1.0,1,1.0,4,0,2.0,1,70,0.29069767441860467,Good,2.230769230769231,1
27,62,2.0,1.0,0,6,53,0.0,1,1.0,1.0,1,2.0,2,0,1.0,1,64,0.42857142857142855,Normal,1.8928571428571428,1
